State,Updated On,18-44 Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years (Doses Administered),45-60 Years(Individuals Vaccinated),60+ Years (Doses Administered),60+ Years(Individuals Vaccinated),Aefi,Covaxin (Doses Administered),CoviShield (Doses Administered),Female (Doses Administered),Female(Individuals Vaccinated),First Dose Administered,Male (Doses Administered),Male(Individuals Vaccinated),Second Dose Administered,Sessions,Sites,Sputnik V (Doses Administered),Total Doses Administered,Total Individuals Vaccinated,Transgender (Doses Administered),Transgender(Individuals Vaccinated)
Jammu and Kashmir,11-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir,12-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir,13-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir,14-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir,15-08-2021,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,16-01-2021,,,,,,,,0,344,233,,344,111,,0,60,53,,344,344,0,
Jharkhand,17-01-2021,,,,,,,,0,344,233,,344,111,,0,136,62,,344,344,0,
Jharkhand,18-01-2021,,,,,,,,0,749,541,,749,208,,0,263,66,,749,749,0,
Jharkhand,19-01-2021,,,,,,,,0,1455,1037,,1455,418,,0,369,68,,1455,1455,0,
Jharkhand,20-01-2021,,,,,,,,0,2258,1661,,2258,597,,0,412,69,,2258,2258,0,
Jharkhand,21-01-2021,,,,,,,,0,2258,1661,,2258,597,,0,469,73,,2258,2258,0,
Jharkhand,22-01-2021,,,,,,,,0,4023,3025,,4023,998,,0,493,77,,4023,4023,0,
Jharkhand,23-01-2021,,,,,,,,0,4117,3087,,4117,1030,,0,586,96,,4117,4117,0,
Jharkhand,24-01-2021,,,,,,,,0,4573,3428,,4573,1145,,0,644,108,,4573,4573,0,
Jharkhand,25-01-2021,,,,,,,,0,8636,6465,,8636,2171,,0,679,120,,8636,8636,0,
Jharkhand,26-01-2021,,,,,,,,0,8708,6524,,8708,2184,,0,715,130,,8708,8708,0,
Jharkhand,27-01-2021,,,,,,,,0,15269,11267,,15269,4002,,0,812,160,,15269,15269,0,
Jharkhand,28-01-2021,,,,,,,,0,15617,11441,,15617,4176,,0,988,218,,15617,15617,0,
Jharkhand,29-01-2021,,,,,,,,0,23685,17383,,23685,6302,,0,1119,232,,23685,23685,0,
Jharkhand,30-01-2021,,,,,,,,0,31477,22995,,31477,8482,,0,1204,241,,31477,31477,0,
Jharkhand,31-01-2021,,,,,,,,0,31672,23075,,31672,8597,,0,1390,252,,31672,31672,0,
Jharkhand,01-02-2021,,,,,,,,20,39127,28260,,39147,10887,,0,1573,274,,39147,39147,0,
Jharkhand,02-02-2021,,,,,,,,139,46761,34158,,46900,12742,,0,1754,295,,46900,46900,0,
Jharkhand,03-02-2021,,,,,,,,315,58676,43235,,58991,15756,,0,1975,314,,58991,58991,0,
Jharkhand,04-02-2021,,,,,,,,431,65778,46579,,66209,19630,,0,2190,327,,66209,66209,0,
Jharkhand,05-02-2021,,,,,,,,620,76414,53599,,77034,23435,,0,2493,355,,77034,77034,0,
Jharkhand,06-02-2021,,,,,,,,832,85954,58961,,86786,27825,,0,2827,380,,86786,86786,0,
Jharkhand,07-02-2021,,,,,,,,1024,95673,64321,,96697,32376,,0,3123,400,,96697,96697,0,
Jharkhand,08-02-2021,,,,,,,,1559,112392,72326,,113951,41625,,0,3473,432,,113951,113951,0,
Jharkhand,09-02-2021,,,,,,,,2127,131120,80965,,133247,52282,,0,3826,455,,133247,133247,0,
Jharkhand,10-02-2021,,,,,,,,2587,150398,89401,,152985,63584,,0,4205,468,,152985,152985,0,
Jharkhand,11-02-2021,,,,,,,,2940,165017,95331,,167957,72626,,0,4537,481,,167957,167957,0,
Jharkhand,12-02-2021,,,,,,,,3478,178244,100761,,181722,80961,,0,4916,496,,181722,181722,0,
Jharkhand,13-02-2021,,,,,,,,4117,191839,106394,,195956,89562,,1978,5320,502,,197934,195956,0,
Jharkhand,14-02-2021,,,,,,,,4439,198788,109273,,203227,93954,,2197,5627,507,,205424,203227,0,
Jharkhand,15-02-2021,,,,,,,,5480,210251,114197,,215731,101534,,4142,6004,509,,219873,215731,0,
Jharkhand,16-02-2021,,,,,,,,6506,216477,117115,,222983,105867,,5575,6330,515,,228558,222983,1,
Jharkhand,17-02-2021,,,,,,,,7854,225464,121356,,233318,111961,,7692,6670,517,,241010,233318,1,
Jharkhand,18-02-2021,,,,,,,,9959,230402,122879,,240361,117479,,8686,6994,519,,249047,240361,3,
Jharkhand,19-02-2021,,,,,,,,11807,240106,127488,,251913,124422,,10774,7346,523,,262687,251913,3,
Jharkhand,20-02-2021,,,,,,,,14679,244867,129953,,259546,129590,,11583,7678,524,,271129,259546,3,
Jharkhand,21-02-2021,,,,,,,,15441,246259,130395,,261700,131302,,11766,7866,524,,273466,261700,3,
Jharkhand,22-02-2021,,,,,,,,18051,250264,132064,,268315,136248,,13661,8216,539,,281976,268315,3,
Jharkhand,23-02-2021,,,,,,,,20338,254222,133367,,274560,141190,,14813,8532,552,,289373,274560,3,
Jharkhand,24-02-2021,,,,,,,,22602,257377,134556,,279979,145419,,18048,8842,558,,298027,279979,4,
Jharkhand,25-02-2021,,,,,,,,24941,260131,135569,,285072,149499,,19237,9168,563,,304309,285072,4,
Jharkhand,26-02-2021,,,,,,,,27397,262284,136554,,289681,153123,,23757,9256,566,,313438,289681,4,
Jharkhand,27-02-2021,,,,,,,,27397,262284,136554,,289681,153123,,23757,9256,566,,313438,289681,4,
Jharkhand,28-02-2021,,,,,,,,27397,262284,136554,,289681,153123,,23757,9564,576,,313438,289681,4,
Jharkhand,01-03-2021,,,,,,,,27397,262284,136554,,289681,153123,,23757,10358,593,,313438,289681,4,
Jharkhand,02-03-2021,,,,,,,,29427,270809,140414,,300236,159817,,32050,11146,608,,332286,300236,5,
Jharkhand,03-03-2021,,,,,,,,31379,280713,145277,,312092,166810,,38624,12106,638,,350716,312092,5,
Jharkhand,04-03-2021,,,,,,,,32738,290894,149757,,323632,173869,,44761,12792,696,,368393,323632,6,
Jharkhand,05-03-2021,,,,,,,,34287,302055,155135,,336342,181201,,53101,13811,725,,389443,336342,6,
Jharkhand,06-03-2021,,,,,,,,35706,313623,160605,,349329,188718,,60890,14845,756,,410219,349329,6,
Jharkhand,07-03-2021,,,,,,,,36088,317266,162476,,353354,190871,,63433,15782,771,,416787,353354,7,
Jharkhand,08-03-2021,,,,,,,,37255,331271,169335,,368526,199183,,74228,16553,791,,442754,368526,8,
Jharkhand,09-03-2021,,,,,,,,39169,363112,185943,,313825,216341,,88468,51500,408,,402293,402293,9,
Jharkhand,10-03-2021,,,,,,,,40527,392567,199819,,328716,233278,,104390,61100,491,,433106,433106,9,
Jharkhand,11-03-2021,,,,,,,,41027,407152,205635,,337413,242546,,110778,61950,502,,448191,448191,10,
Jharkhand,12-03-2021,,,,,,,,42058,437953,219893,,354643,260117,,125380,76900,636,,480023,480023,13,
Jharkhand,13-03-2021,,,,,,,,43197,463777,230825,,369293,276148,,137693,77700,638,,506986,506986,13,
Jharkhand,14-03-2021,,,,,,,,43659,482390,239239,,381922,286808,,144139,68900,594,,526061,526061,14,
Jharkhand,15-03-2021,,,,,,,,45177,519676,257286,,406491,307563,,158374,96400,833,,564865,564865,16,
Jharkhand,16-03-2021,,201633,,183428,,135477,278,48441,642973,239854,,520822,280951,,170592,92800,813,,691414,520822,17,
Jharkhand,17-03-2021,,205113,,193220,,167940,281,53167,694307,260854,,566563,305683,,180911,97901,862,,747474,566563,26,
Jharkhand,18-03-2021,,207969,,199537,,182020,283,55383,724303,271369,,589818,318421,,189868,92300,823,,779686,589818,28,
Jharkhand,19-03-2021,,211099,,206719,,198976,283,57862,757267,284325,,617091,332732,,198038,101500,914,,815129,617091,34,
Jharkhand,20-03-2021,,215048,,227599,,273736,284,65479,857309,335384,,716690,381265,,206098,240201,1962,,922788,716690,41,
Jharkhand,21-03-2021,,218505,,268053,,390545,289,73772,1013785,420924,,877428,456442,,210129,227800,1925,,1087557,877428,62,
Jharkhand,22-03-2021,,220657,,279210,,414747,290,77510,1053655,440025,,914943,474853,,216222,115200,1075,,1131165,914943,65,
Jharkhand,23-03-2021,,224755,,317698,,519626,292,95779,1190900,517999,,1062427,544350,,224252,260950,2215,,1286679,1062427,78,
Jharkhand,24-03-2021,,227707,,349980,,599119,294,115969,1290454,578599,,1177165,598473,,229258,266351,2266,,1406423,1177165,93,
Jharkhand,25-03-2021,,229224,,360189,,625106,294,125607,1322458,597812,,1214880,616972,,233185,122750,1111,,1448065,1214880,96,
Jharkhand,26-03-2021,,231011,,376213,,666077,295,161360,1348804,629042,,1273664,644518,,236500,213450,1868,,1510164,1273664,104,
Jharkhand,27-03-2021,,233516,,406271,,730497,296,176781,1433137,680932,,1370655,689612,,239263,235551,1974,,1609918,1370655,111,
Jharkhand,28-03-2021,,233782,,412051,,738407,297,178154,1445856,688597,,1384612,695904,,239398,74400,648,,1624010,1384612,111,
Jharkhand,29-03-2021,,233795,,412681,,739315,299,178278,1447384,689450,,1386163,696602,,239499,54551,452,,1625662,1386163,111,
Jharkhand,30-03-2021,,234350,,415915,,744287,299,180616,1455943,693681,,1394924,701132,,241635,84999,745,,1636559,1394924,111,
Jharkhand,31-03-2021,,235592,,423518,,755656,299,183387,1477569,703536,,1415140,711492,,245816,110550,998,,1660956,1415140,112,
Jharkhand,01-04-2021,,236525,,436670,,763535,303,185253,1501141,713986,,1437104,723006,,249290,109400,972,,1686394,1437104,112,
Jharkhand,02-04-2021,,238081,,461780,,775380,315,187646,1541471,732254,,1475614,743240,,253503,103750,942,,1729117,1475614,120,
Jharkhand,03-04-2021,,239163,,478722,,782748,317,188887,1569186,743818,,1501006,757066,,257067,100650,918,,1758073,1501006,122,
Jharkhand,04-04-2021,,240091,,530510,,807382,322,191267,1648236,783168,,1578359,795067,,261144,193470,1659,,1839503,1578359,124,
Jharkhand,05-04-2021,,240199,,577383,,831089,323,192540,1721100,819465,,1649049,829452,,264591,221800,1926,,1913640,1649049,132,
Jharkhand,06-04-2021,,240337,,615546,,849173,326,193574,1779707,848407,,1705435,856890,,267846,127750,1148,,1973281,1705435,138,
Jharkhand,07-04-2021,,240495,,672156,,875044,331,196170,1866588,889385,,1788075,898543,,274683,226100,2000,,2062758,1788075,147,
Jharkhand,08-04-2021,,240629,,717453,,896558,334,198353,1936474,922535,,1855020,932330,,279807,197400,1788,,2134827,1855020,155,
Jharkhand,09-04-2021,,240862,,733544,,904507,340,202123,1960494,933996,,1879293,945139,,283324,137050,1221,,2162617,1879293,158,
Jharkhand,10-04-2021,,241396,,795183,,933474,342,206072,2054051,980141,,1970433,990122,,289690,243290,2194,,2260123,1970433,170,
Jharkhand,11-04-2021,,241866,,859189,,963677,345,208265,2151419,1028092,,2065113,1036840,,294571,257850,2322,,2359684,2065113,181,
Jharkhand,12-04-2021,,242559,,901279,,982828,346,210623,2218533,1056672,,2127045,1070180,,302111,184150,1640,,2429156,2127045,193,
Jharkhand,13-04-2021,,243597,,948713,,1004238,347,212617,2293090,1088922,,2196926,1107805,,308781,260301,2304,,2505707,2196926,199,
Jharkhand,14-04-2021,,244558,,1004628,,1030279,350,214501,2381217,1129470,,2279843,1150162,,315875,253700,2286,,2595718,2279843,211,
Jharkhand,15-04-2021,,245336,,1030821,,1041710,354,216038,2424734,1146520,,2318245,1171510,,322527,175650,1614,,2640772,2318245,215,
Jharkhand,16-04-2021,,246475,,1053272,,1051391,357,217591,2464158,1160415,,2351517,1190884,,330232,283920,2408,,2681749,2351517,218,
Jharkhand,17-04-2021,,247686,,1081824,,1063884,357,218889,2514575,1179366,,2393775,1214184,,339689,305600,2662,,2733464,2393775,225,
Jharkhand,18-04-2021,,248538,,1103181,,1074924,357,220573,2554689,1195094,,2427024,1231702,,348238,223350,2077,,2775262,2427024,228,
Jharkhand,19-04-2021,,249397,,1117568,,1081666,358,222787,2584756,1204150,,2449014,1244634,,358529,291000,2518,,2807543,2449014,230,
Jharkhand,20-04-2021,,250163,,1135658,,1091311,359,227604,2621115,1216395,,2477515,1260887,,371204,326351,2839,,2848719,2477515,233,
Jharkhand,21-04-2021,,250666,,1148079,,1097580,359,231690,2645763,1224689,,2496708,1271782,,380745,226370,2052,,2877453,2496708,237,
Jharkhand,22-04-2021,,251465,,1158549,,1101738,359,235917,2665958,1230623,,2512136,1281274,,389739,252950,2247,,2901875,2512136,239,
Jharkhand,23-04-2021,,252666,,1172013,,1107813,359,242888,2692477,1239087,,2532881,1293553,,402484,310601,2656,,2935365,2532881,241,
Jharkhand,24-04-2021,,253964,,1183820,,1112609,359,251321,2713700,1246566,,2550782,1303973,,414239,188800,1688,,2965021,2550782,243,
Jharkhand,25-04-2021,,254592,,1189134,,1114554,359,255987,2721878,1249778,,2558670,1308648,,419195,113300,1039,,2977865,2558670,244,
Jharkhand,26-04-2021,,255742,,1199207,,1119371,361,266107,2739210,1256616,,2574711,1317847,,430606,193750,1739,,3005317,2574711,248,
Jharkhand,27-04-2021,,331982,,1133560,,1123213,380,275310,2753814,1262405,,2589148,1326494,,439976,199500,1810,,3029124,2589148,249,
Jharkhand,28-04-2021,,333390,,1142258,,1127136,448,282093,2770989,1268287,,2603179,1334639,,449903,126300,1146,,3053082,2603179,253,
Jharkhand,29-04-2021,,335097,,1152364,,1131586,481,290291,2792826,1275058,,2619343,1344030,,463774,178450,1576,,3083117,2619343,255,
Jharkhand,30-04-2021,,337396,,1162376,,1135916,512,298246,2815879,1282028,,2635993,1353708,,478132,186850,1640,,3114125,2635993,257,
Jharkhand,01-05-2021,,339610,,1168793,,1138777,513,303722,2831958,1286510,,2647485,1360718,,488195,163150,1499,,3135680,2647485,257,
Jharkhand,02-05-2021,,338258,,1174399,,1140180,513,306394,2840405,1288816,,2653112,1364039,,493687,209100,1840,,3146799,2653112,257,
Jharkhand,03-05-2021,,339982,,1179316,,1142300,513,310644,2855354,1292251,,2661873,1369364,,504125,234750,2054,,3165998,2661873,258,
Jharkhand,04-05-2021,,341886,,1184573,,1144567,513,314835,2871649,1295918,,2671304,1375124,,515180,135750,1247,,3186484,2671304,262,
Jharkhand,05-05-2021,,344096,,1190246,,1147312,513,319092,2892802,1300073,,2681933,1381596,,529961,243350,2128,,3211894,2681933,264,
Jharkhand,06-05-2021,,346204,,1195591,,1149536,513,323010,2910176,1303911,,2691611,1387433,,541575,206250,1842,,3233186,2691611,267,
Jharkhand,07-05-2021,,348582,,1201375,,1152156,512,328316,2929016,1308219,,2702393,1393906,,554939,147300,1331,,3257332,2702393,268,
Jharkhand,08-05-2021,,351184,,1207565,,1155164,513,335224,2949578,1312875,,2714194,1401048,,570608,239790,2102,,3284802,2714194,271,
Jharkhand,09-05-2021,,352454,,1212577,,1157547,513,339761,2963242,1316552,,2722859,1406035,,580144,233300,2013,,3303003,2722859,272,
Jharkhand,10-05-2021,,354942,,1221915,,1161786,514,348346,2988292,1323205,,2738946,1415468,,597692,185550,1572,,3336638,2738946,273,
Jharkhand,11-05-2021,,357865,,1230561,,1166086,515,356554,3016517,1329701,,2754830,1424853,,618241,252550,2123,,3373071,2754830,276,
Jharkhand,12-05-2021,,360633,,1239074,,1169930,515,365329,3037324,1335959,,2769962,1433720,,632691,260350,2143,,3402653,2769962,283,
Jharkhand,13-05-2021,,363176,,1246066,,1173037,515,371456,3057354,1341301,,2782611,1441026,,646199,174200,1392,,3428810,2782611,284,
Jharkhand,14-05-2021,,397079,,1252118,,1175742,516,390932,3089122,1356250,,2825315,1468779,,654739,232425,1482,,3480054,2825315,286,
Jharkhand,15-05-2021,,439629,,1258483,,1178475,516,414774,3126724,1375010,,2876996,1501678,,664502,266006,1642,,3541498,2876996,308,
Jharkhand,16-05-2021,,476184,,1262553,,1179926,516,427393,3157781,1390409,,2919090,1528357,,666084,243237,1619,,3585174,2919090,324,
Jharkhand,17-05-2021,,519148,,1270559,,1182566,520,439574,3201069,1410182,,2972741,1562216,,667902,216786,1267,,3640643,2972741,343,
Jharkhand,18-05-2021,,560222,,1277965,,1184761,522,449565,3242987,1428598,,3023461,1594503,,669091,233960,1388,,3692552,3023461,360,
Jharkhand,19-05-2021,,600462,,1284612,,1186765,524,459652,3283559,1447120,,3072388,1624892,,670823,254732,1597,,3743211,3072388,376,
Jharkhand,20-05-2021,,638672,,1290462,,1188477,524,466974,3324194,1464296,,3118200,1653512,,672968,196895,1129,,3791168,3118200,392,
Jharkhand,21-05-2021,,678039,,1296239,,1190195,524,473899,3366196,1481895,,3165104,1682802,,674991,230064,1438,0,3840095,3165104,407,
Jharkhand,22-05-2021,,706753,,1301724,,1191703,526,479462,3398073,1495175,,3200833,1705242,,676702,240096,1594,0,3877535,3200833,416,
Jharkhand,23-05-2021,,744826,,1305635,,1192842,529,483529,3439086,1511498,,3243983,1732043,,678632,203426,1248,0,3922615,3243983,442,
Jharkhand,24-05-2021,,784870,,1311628,,1194588,530,488613,3484405,1530505,,3291812,1760837,,681206,266203,1687,0,3973018,3291812,470,
Jharkhand,25-05-2021,,813646,,1317424,,1196483,546,494210,3518447,1544751,,3328296,1783062,,684361,243621,1544,0,4012657,3328296,483,
Jharkhand,26-05-2021,,831666,,1320823,,1197366,547,497805,3539315,1553425,,3350619,1796704,,686501,177050,1073,0,4037120,3350619,490,
Jharkhand,27-05-2021,,842449,,1323692,,1198316,550,500385,3553277,1559234,,3365244,1805516,,688418,166004,973,0,4053662,3365244,494,
Jharkhand,28-05-2021,,861481,,1328867,,1200453,552,507584,3577321,1569914,,3391607,1821194,,693298,198164,1040,0,4084905,3391607,499,
Jharkhand,29-05-2021,,884004,,1336102,,1203413,552,517383,3606884,1583200,,3424365,1840658,,699902,216386,1069,0,4124267,3424365,507,
Jharkhand,30-05-2021,,902489,,1343019,,1205864,552,523909,3632867,1594907,,3452239,1856821,,704537,181414,895,0,4156776,3452239,511,
Jharkhand,31-05-2021,,921240,,1352798,,1209346,554,533344,3661008,1608823,,3484293,1874952,,710059,231286,1105,0,4194352,3484293,518,
Jharkhand,01-06-2021,,936929,,1362009,,1212562,555,543490,3684023,1620893,,3512443,1891028,,715070,216804,1048,0,4227513,3512443,522,
Jharkhand,02-06-2021,,954651,,1372839,,1216777,592,559482,3706938,1635524,,3545235,1909179,,721185,211775,1070,0,4266420,3545235,532,
Jharkhand,03-06-2021,,976538,,1382438,,1220188,599,581158,3725200,1650356,,3580164,1929268,,726194,195799,1003,0,4306358,3580164,540,
Jharkhand,04-06-2021,,1024326,,1396188,,1224782,617,597383,3781258,1678353,,3646348,1967427,,732293,362934,1532,0,4378641,3646348,568,
Jharkhand,05-06-2021,,1085772,,1414178,,1230951,669,614300,3856421,1714267,,3732019,2017158,,738702,388228,1706,0,4470721,3732019,594,
Jharkhand,06-06-2021,,1134196,,1434033,,1237492,714,630289,3919476,1746230,,3806892,2060048,,742873,374040,1708,0,4549765,3806892,614,
Jharkhand,07-06-2021,,1170688,,1449214,,1243042,757,643971,3969243,1770569,,3864177,2092976,,749037,283108,1311,0,4613214,3864177,632,
Jharkhand,08-06-2021,,1204383,,1464315,,1248653,768,659466,4014226,1793328,,3918642,2124673,,755050,289535,1312,0,4673692,3918642,641,
Jharkhand,09-06-2021,,1233881,,1480933,,1255008,768,672971,4059695,1815002,,3971153,2155494,,761513,283856,1292,0,4732666,3971153,657,
Jharkhand,10-06-2021,,1279521,,1495026,,1260671,770,680429,4122142,1841263,,4036613,2194678,,765958,316420,1338,0,4802571,4036613,672,
Jharkhand,11-06-2021,,1337248,,1516692,,1268421,770,692201,4204707,1879553,,4123823,2243580,,773085,437674,1743,0,4896908,4123823,690,
Jharkhand,12-06-2021,,1392158,,1541652,,1277567,771,708506,4289929,1919584,,4212899,2292607,,785536,419376,1641,0,4998435,4212899,708,
Jharkhand,13-06-2021,,1453844,,1566733,,1287040,777,725793,4381888,1961708,,4309176,2346745,,798505,435233,1597,0,5107681,4309176,723,
Jharkhand,14-06-2021,,1504880,,1584379,,1294456,778,744948,4455643,1994696,,4385314,2389879,,815277,363908,1336,0,5200591,4385314,739,
Jharkhand,15-06-2021,,1540960,,1600627,,1301799,779,760694,4515152,2021386,,4445031,2422895,,830815,347934,1276,0,5275846,4445031,750,
Jharkhand,16-06-2021,,1580566,,1615869,,1308339,779,774021,4577678,2048763,,4506462,2456942,,845237,367080,1321,0,5351699,4506462,757,
Jharkhand,17-06-2021,,1636419,,1628636,,1313820,779,788070,4651089,2081375,,4580622,2498473,,858537,355605,1241,0,5439159,4580622,774,
Jharkhand,18-06-2021,,1701893,,1645758,,1321256,779,803471,4743305,2121037,,4670691,2548854,,876085,464320,1612,0,5546776,4670691,800,
Jharkhand,19-06-2021,,1767172,,1664179,,1329153,779,818059,4838079,2160840,,4762333,2600676,,893805,457212,1586,0,5656138,4762333,817,
Jharkhand,20-06-2021,,1847507,,1682587,,1337467,783,832575,4946034,2206938,,4869438,2661665,,909171,536819,1593,0,5778609,4869438,835,
Jharkhand,21-06-2021,,1911183,,1699418,,1344587,783,847517,5036044,2244017,,4957150,2712262,,926411,429831,1352,0,5883561,4957150,871,
Jharkhand,22-06-2021,,1987617,,1714594,,1351125,783,870989,5129207,2286853,,5055364,2767615,,944832,459592,1336,0,6000196,5055364,896,
Jharkhand,23-06-2021,,2075467,,1732143,,1358229,783,898324,5233359,2337892,,5167917,2829105,,963901,515339,1363,135,6131818,5167917,920,
Jharkhand,24-06-2021,,2161940,,1747293,,1364509,790,936318,5318805,2385085,,5275892,2889864,,979456,584308,1284,225,6255348,5275892,943,
Jharkhand,25-06-2021,2590307,,2104763,,1708088,,791,985041,5417787,2880527,,5408550,3521613,,994608,788900,1488,330,6403158,,1018,
Jharkhand,26-06-2021,2698261,,2129799,,1719813,,807,1059822,5487646,2945304,,5536533,3601521,,1011340,917267,1445,405,6547873,,1048,
Jharkhand,27-06-2021,2785697,,2152519,,1730436,,887,1097573,5570674,2998641,,5640086,3668946,,1028566,766435,1199,405,6668652,,1065,
Jharkhand,28-06-2021,2854647,,2174636,,1741066,,888,1117377,5652507,3044949,,5724536,3724308,,1045813,703959,979,465,6770349,,1092,
Jharkhand,29-06-2021,2893544,,2188520,,1748222,,888,1131781,5697930,3071173,,5771964,3758004,,1058322,407640,693,575,6830286,,1109,
Jharkhand,30-06-2021,2908247,,2194765,,1751130,,890,1139001,5714477,3081612,,5789884,3771415,,1064258,327966,464,664,6854142,,1115,
Jharkhand,01-07-2021,2938952,,2200825,,1753640,,890,1168258,5724395,3099021,,5821359,3793263,,1072058,243708,499,764,6893417,,1133,
Jharkhand,02-07-2021,2960522,,2207036,,1756539,,890,1189507,5733706,3112648,,5846418,3810313,,1077679,160907,385,884,6924097,,1136,
Jharkhand,03-07-2021,3047753,,2240837,,1770775,,890,1197746,5860625,3174139,,5948380,3884049,,1110985,507098,1056,994,7059365,,1177,
Jharkhand,04-07-2021,3133646,,2279093,,1787041,,889,1201210,5997576,3238527,,6053155,3960039,,1146625,518789,1156,994,7199780,,1214,
Jharkhand,05-07-2021,3194474,,2306710,,1799896,,891,1205066,6094915,3285015,,6126833,4014835,,1174247,446043,998,1099,7301080,,1230,
Jharkhand,06-07-2021,3277853,,2347727,,1818910,,892,1207953,6235428,3351946,,6227928,4091291,,1216562,510543,1201,1109,7444490,,1253,
Jharkhand,07-07-2021,3320285,,2366933,,1828232,,892,1215617,6298724,3384173,,6276757,4130008,,1238693,384603,780,1109,7515450,,1269,
Jharkhand,08-07-2021,3341086,,2375805,,1832678,,894,1220051,6328409,3399692,,6301519,4148604,,1248050,283141,454,1109,7549569,,1273,
Jharkhand,09-07-2021,3355036,,2382249,,1835917,,895,1224711,6347307,3410214,,6318405,4161708,,1254797,283159,418,1184,7573202,,1280,
Jharkhand,10-07-2021,3411802,,2396557,,1841290,,896,1286365,6362000,3444351,,6368144,4203996,,1281505,356482,742,1284,7649649,,1302,
Jharkhand,11-07-2021,3428557,,2402002,,1844098,,896,1304418,6368955,3455568,,6385917,4217786,,1288740,188370,359,1284,7674657,,1303,
Jharkhand,12-07-2021,3440970,,2407125,,1846403,,896,1315152,6377917,3464128,,6400833,4229060,,1293665,181033,290,1429,7694498,,1310,
Jharkhand,13-07-2021,3508162,,2453914,,1865380,,900,1320658,6505239,3522640,,6479490,4303385,,1347966,380752,1091,1559,7827456,,1431,
Jharkhand,14-07-2021,3569172,,2504076,,1895823,,900,1340449,6626962,3590979,,6584629,4376637,,1384442,372646,930,1660,7969071,,1455,
Jharkhand,15-07-2021,3599335,,2517528,,1901928,,900,1353461,6663596,3613584,,6620137,4403749,,1398654,264675,604,1734,8018791,,1458,
Jharkhand,16-07-2021,3687989,,2573599,,1924759,,899,1359441,6825017,3690382,,6726458,4494449,,1459889,471300,1298,1889,8186347,,1516,
Jharkhand,17-07-2021,3744192,,2598896,,1935798,,898,1363481,6913371,3732503,,6794892,4544841,,1483994,340118,889,2034,8278886,,1542,
Jharkhand,18-07-2021,3768286,,2608448,,1940142,,898,1367445,6947307,3749474,,6824102,4565857,,1492774,239117,496,2124,8316876,,1545,
Jharkhand,19-07-2021,3788392,,2616730,,1944089,,898,1370762,6976195,3763905,,6848768,4583756,,1500443,201778,487,2254,8349211,,1550,
Jharkhand,20-07-2021,3801356,,2622634,,1946930,,898,1373878,6994608,3773568,,6864386,4595784,,1506534,142056,302,2434,8370920,,1568,
Jharkhand,21-07-2021,3858255,,2652006,,1958750,,898,1375356,7091031,3818845,,6932338,4648577,,1536673,279899,962,2624,8469011,,1589,
Jharkhand,22-07-2021,3898313,,2673801,,1967875,,900,1376778,7160417,3850608,,6980511,4687752,,1559478,234455,759,2794,8539989,,1629,
Jharkhand,23-07-2021,3921776,,2683254,,1972056,,900,1378750,7195367,3866223,,7008230,4709230,,1568856,177234,593,2969,8577086,,1633,
Jharkhand,24-07-2021,4015210,,2724599,,1988999,,900,1380306,7345364,3934422,,7120261,4792717,,1608547,377867,1202,3138,8728808,,1669,
Jharkhand,25-07-2021,4118987,,2760935,,2004256,,900,1389829,7491211,4004468,,7241246,4878010,,1642932,464460,1277,3138,8884178,,1700,
Jharkhand,26-07-2021,4212832,,2794495,,2019404,,901,1400406,7623102,4067396,,7351176,4957601,,1675555,474745,1357,3223,9026731,,1734,
Jharkhand,27-07-2021,4284705,,2819801,,2031012,,901,1407247,7724954,4116117,,7436916,5017646,,1698602,396386,1086,3317,9135518,,1755,
Jharkhand,28-07-2021,4334721,,2836534,,2038623,,905,1411791,7794734,4149434,,7496161,5058670,,1713717,0,0,3353,9209878,,1774,
Jharkhand,29-07-2021,4445549,,2869434,,2052973,,905,1434172,7930420,4221466,,7613816,5144677,,1754140,535556,1426,3364,9367956,,1813,
Jharkhand,30-07-2021,4517869,,2891111,,2062200,,905,1450862,8016921,4267899,,7689344,5201442,,1781836,519436,1350,3397,9471180,,1839,
Jharkhand,31-07-2021,4603188,,2914434,,2072142,,905,1473577,8112711,4320004,,7776741,5267893,,1813023,494757,1337,3476,9589764,,1868,
Jharkhand,01-08-2021,4665926,,2953163,,2099099,,905,1493415,8221297,4381188,,7883243,5335090,,1834945,367155,942,3476,9718188,,1910,
Jharkhand,02-08-2021,4719354,,2967550,,2105830,,905,1515532,8273635,4413102,,7935270,5377710,,1857464,384420,929,3567,9792734,,1922,
Jharkhand,03-08-2021,4777976,,2982553,,2113169,,905,1548500,8321608,4449170,,7992103,5422586,,1881595,379932,929,3590,9873698,,1942,
Jharkhand,04-08-2021,4825456,,2994626,,2118408,,905,1573648,8361091,4477627,,8040140,5458907,,1898350,361146,834,3751,9938490,,1956,
Jharkhand,05-08-2021,4875354,,3006607,,2123328,,907,1612600,8388893,4507711,,8089638,5495601,,1915651,356211,837,3796,10005289,,1977,
